id,distance,available_time_start,available_time_end,current_charge,battery_capacity,charge_speed,discharge_rate,driver_age,driver_profession,use_frequency,origin_distance,battery_level,window_length,required_energy,required_time,stress_index,user_type
1,154.7364054180269,21.02916326629567,22.312157148433442,14.269657986322429,150,13.14697536841279,6,45,worker,5,12,0.08561794791793458,0.25659877642755474,135.73034201367756,51.62036826348144,40.23430585457633,unpunctual
2,233.8441559194922,20.27268475427372,20.77533674359702,1.0753196771633275,100,5.020007848723865,9,30,student,3,25,0.009677877094469949,0.10053039786466016,98.92468032283668,98.53040403909358,196.0211162632439,unpunctual
3,142.74726560762878,0.9637073722199833,5.993352236011643,13.263354996047955,120,13.141823470620041,3,22,student,2,18,0.11052795830039962,5.02964486379166,106.73664500395205,8.121905247211187,1.6148069033025898,punctual
4,58.64661601346712,23.25045005828259,23.721093041109683,17.169935990042003,150,10.757639588033468,6,67,retired,1,5,0.10301961594025202,0.09412859656541883,132.830064009958,61.73755075310148,131.1770344099293,unpunctual
5,157.64993088263705,11.033191297813373,12.341704580081073,3.1052150968620507,80,13.044582965551436,4,40,worker,4,10,0.03881518871077563,1.3085132822677004,76.89478490313795,5.894767590976594,4.504935235170675,punctual
6,118.311167749808,3.98303382330322,21.137811997442153,17.08740999948099,100,11.627850271313894,3,55,worker,6,20,0.1708740999948099,17.154778174138933,82.912590000519,7.13051751320412,0.41565780920172285,punctual
7,235.8178451852964,0.5164320468095933,9.599398645303276,5.488333665166956,150,4.970720574313722,9,25,student,2,30,0.03658889110111304,9.082966598493684,144.51166633483305,29.072578949941263,3.2007801233974207,punctual
8,72.42053856957375,19.92582401891911,21.7190120675793,1.5725115869640354,80,11.762053098935557,9,60,retired,1,7,0.019656394837050443,1.7931880486601912,78.42748841303596,6.667840023620833,3.7184276510223317,punctual
9,157.1116914383985,-0.6227483970371294,18.014736602234507,-2.020365065950207,150,11.806377264168574,8,50,worker,7,15,-0.013469100439668046,18.637484999271635,152.02036506595022,12.87612293462111,0.6908723432976239,punctual
10,171.08781008090264,11.3088420919018,11.653081872327066,8.767532164299059,80,7.325392249136871,7,34,worker,3,9,0.09863473684836442,0.06884795608505315,71.23246783570094,48.620241355740404,141.23946191133433,unpunctual
11,261.274877370785,21.788027419931097,22.211798367002928,6.321469455069777,100,5.287279196882181,5,48,worker,2,22,0.05689322509562799,0.08475418941436601,93.67853054493023,88.5885982720289,209.04830518504835,unpunctual
12,271.02682428560706,11.62741612626335,17.68793977894161,1.507900479546355,120,12.160351037585212,6,39,worker,4,19,0.01256583732955296,6.0605236526782615,118.49209952045365,9.744134783133998,1.6078041010248145,punctual
13,124.99384058035626,15.890120043492452,17.92708251514071,15.452984420010155,80,6.71245686459096,8,62,retired,1,6,0.17384607472511426,0.4073924943296518,64.54701557998985,48.080022622181254,23.603784208786184,unpunctual
