id,distance,available_time_start,available_time_end,current_charge,battery_capacity,charge_speed,discharge_rate,driver_age,driver_profession,use_frequency,origin_distance,battery_level,window_length,required_energy,required_time,stress_index,user_type
1,165.79910720877365,25.243475387530594,21.76439671486662,6.859380693405477,150,13.546856284750733,6,45,worker,5,12,0.04115628416043286,-2.3193857817759826,143.14061930659452,15.849502234816285,-4.55566077287931,unpunctual
2,210.34606540274274,23.61458360418416,19.24005076802039,-2.8251672182797947,100,6.6139280508740095,9,30,student,3,25,-0.025426504964518152,-2.91635522410918,102.8251672182798,23.32014343685485,-5.3308877336729195,unpunctual
3,150.74822742151156,0.4873350477793338,2.0411885803836376,19.436877272038732,120,12.885478829484478,3,22,student,2,18,0.16197397726698942,1.553853532604304,100.56312272796127,7.80437607781042,5.022594417074856,punctual
4,87.80345543301206,25.000651010166905,24.37474674484242,21.257476395036022,150,11.422990380919034,6,67,retired,1,5,0.12754485837021615,-0.41726951021632414,128.742523604964,16.905711986768658,-27.010060361234743,unpunctual
5,115.18773559445343,12.328952913018506,10.606925613285524,2.819962335801047,80,13.726700899883038,4,40,worker,4,10,0.035249529197513084,-1.7220272997329822,77.18003766419895,5.622621067299323,-3.2651172650812024,punctual
6,107.84151387138735,7.818274985922297,18.38044124818649,18.010609433602077,100,11.577526890804286,3,55,worker,6,20,0.18010609433602076,10.562166262264192,81.98939056639793,7.081770687271724,0.670484681970308,punctual
7,247.5287247961228,-0.9869625519855898,7.809118481341887,18.005275667554677,150,5.235962654380131,9,25,student,2,30,0.12003517111703119,8.796081033327477,131.99472433244532,25.20925626198374,2.865964531985139,punctual
8,66.64727594074061,21.412711593655747,19.00796544297574,-2.095550666404611,80,12.013259419903273,9,60,retired,1,7,-0.026194383330057636,-2.4047461506800083,82.0955506664046,6.833744931070973,-2.8417739349072426,punctual
9,158.12843130000178,2.179499105774004,21.107438993394148,5.7124700041618315,150,12.102849998790125,8,50,worker,7,15,0.03808313336107887,18.927939887620145,144.28752999583816,11.921781234193766,0.6298509666121261,punctual
10,161.02688164256227,7.378417935739483,13.623836257679356,3.2583963249487646,80,6.1860439092523425,7,34,worker,3,9,0.0366569586556736,4.163612214626582,76.74160367505124,18.608404208124924,2.9795288720299875,unpunctual
11,261.4297870510836,18.563443682287915,21.985315698461477,7.1249843702700755,100,5.025808477512211,5,48,worker,2,22,0.06412485933243067,2.281248010782375,92.87501562972993,27.71942545521651,8.100661077971344,unpunctual
12,261.4294278597028,6.800829664171101,20.7258150884494,12.464408228720236,120,12.524377246972788,6,39,worker,4,19,0.10387006857266863,13.9249854242783,107.53559177127977,8.586102897632832,0.6165969037685962,punctual
13,143.28263966199827,15.445239634894461,17.142499770641237,24.109794196477665,80,8.528010644604148,8,62,retired,1,6,0.2712351847103737,1.131506757164517,55.890205803522335,9.830582089895476,5.792030274469464,unpunctual
14,256.201045387618,10.477557184563327,19.413655347029195,18.007234707559537,150,8.010083375237825,5,28,student,2,27,0.12004823138373025,8.936098162465868,131.99276529244045,16.478326018488104,1.844018017584198,punctual
15,142.5745594109185,18.093641438080112,18.80534547372583,12.244853167870845,100,7.267236472792475,5,52,retired,1,8,0.11020367851083761,0.4744693570971445,87.75514683212916,18.113174208794277,25.450430658806802,unpunctual
16,159.1990091442848,14.15257536997098,20.99258417246364,9.180918383222492,80,8.192006057907953,3,46,worker,5,11,0.11476147979028115,6.84000880249266,70.81908161677751,8.644901031098975,1.263872793255554,punctual
17,140.94855322372942,17.35363190225086,13.089562204679083,8.874060143742014,150,14.918527436745133,5,29,unemployed,2,14,0.053244360862452086,-2.8427131317145182,141.125939856258,14.18966521206281,-3.327728254569402,unpunctual
18,145.85751687543686,15.15810628776183,18.64942728106958,10.32749080134819,150,11.193053626716484,7,41,worker,4,12,0.061964944808089145,2.327547328871834,139.67250919865182,18.717748595245297,5.361222480294402,unpunctual
19,207.51326884964575,7.492408717398385,10.38725436718984,17.792234554647866,150,16.305796734084904,9,33,worker,6,17,0.1067534073278872,1.9298970998609697,132.20776544535212,12.162033625347878,4.201271879978829,unpunctual
20,173.0486241281934,21.88561662964418,20.45310902491675,12.879001689523527,80,12.148886176803257,8,57,retired,1,9,0.16098752111904407,-1.43250760472743,67.12099831047647,5.524868480423779,-3.856781257000741,punctual
21,164.78481758890763,8.790864452705039,10.705867584663217,60.835483026029785,150,11.115798115040826,6,35,worker,6,10,0.40556988684019857,1.9150031319581782,89.16451697397022,8.021422848020368,4.1887257071052915,punctual
22,206.26941299100176,17.932675240302988,22.516833204686662,60.12643585341153,120,10.368857542688316,7,42,worker,5,8,0.5010536321117628,4.5841579643836745,59.87356414658847,5.774364620218821,1.2596347388293294,punctual
23,224.38417690117922,10.74274002136084,13.424067236894828,17.95218628486883,100,6.763601577857765,5,21,student,3,20,0.16156967656381946,1.787551477022659,82.04781371513117,18.19618130310941,6.786259132302741,unpunctual
24,182.6166373859271,8.816484738554363,11.03689727157873,48.02295644821052,80,6.446395749347674,6,19,student,2,15,0.6002869556026316,2.2204125330243674,31.977043551789478,4.960453064803741,2.2340231785880054,punctual
25,259.83467290561157,8.31384700072248,10.801622787310116,11.33458339017469,120,9.200656102339003,4,23,student,4,22,0.08500937542631018,1.6585171910584233,108.66541660982531,17.71592407125187,7.1211900070592655,unpunctual
26,253.261781773111,14.378984272823123,13.102794702759262,7.541482715709238,100,8.1583601411904,7,20,student,2,24,0.06787334444138315,-0.8507930467092409,92.45851728429076,16.999467236831247,-13.320487516584688,unpunctual
27,164.34609976603574,10.754896130497352,9.908907265778865,84.97548688899046,150,13.359858780371193,5,55,worker,5,12,0.5665032459266031,-0.8459888647184872,65.02451311100954,4.867155722225597,-5.753214876941909,punctual
28,153.35428696859347,17.064607178606742,18.40867029073098,71.81905420701472,120,13.975551556729648,6,40,worker,6,15,0.5984921183917893,1.344063112124239,48.180945792985284,3.447516586190454,2.5649960594051193,punctual
29,169.10912773874418,5.941849417944044,8.089368903928587,55.375909331847346,150,15.000767762634098,7,45,worker,5,9,0.3691727288789823,2.1475194859845432,94.62409066815266,6.307949843997645,2.9373190255853383,punctual
