id,distance,available_time_start,available_time_end,current_charge,battery_capacity,charge_speed,discharge_rate,driver_age,driver_profession,use_frequency,origin_distance,battery_level,window_length,required_energy,required_time,stress_index,user_type
1,135.64218341162703,23.036108199781278,23.440471173938263,19.348112208337774,150,12.369304895019825,6,45,worker,5,12,0.11608867325002666,0.4043629741569852,130.65188779166223,10.56258932094606,26.121554138251447,unpunctual
2,226.63181255139168,17.65924592501315,19.026569940158105,0.5113107959817249,100,4.755633340590184,9,30,student,3,25,0.004601797163835524,1.3673240151449555,99.48868920401827,20.920176573510084,15.300087135010388,unpunctual
3,152.42305757873277,4.610778312785497,2.5344889271364868,19.973650653635445,120,11.543828116236801,3,22,student,2,18,0.16644708878029538,-2.07628938564901,100.02634934636455,8.664920192780242,-4.173271920894469,punctual
4,81.8693931778653,19.391649598359223,25.110794112655547,32.39843463154651,150,9.425537930116926,6,67,retired,1,5,0.19439060778927905,5.719144514296325,117.60156536845349,12.476907550569331,2.181603825428858,unpunctual
5,131.22559659810247,12.510564200666241,11.48552261539667,0.478874893357339,80,14.069456615944924,4,40,worker,4,10,0.005985936166966738,-1.0250415852695713,79.52112510664266,5.652039540498055,-5.513961210668003,punctual
6,114.09581491168137,10.638210539587753,22.643840186948076,14.479051663231646,100,13.785100031763317,3,55,worker,6,20,0.14479051663231646,12.005629647360323,85.52094833676836,6.203868534846531,0.5167466194670244,punctual
7,228.19701578428993,-1.5496304432696384,10.089532894846291,24.00335552546166,150,4.905219380336538,9,25,student,2,30,0.1600223701697444,11.63916333811593,125.99664447453834,25.686240452286142,2.2068803148563823,punctual
8,56.51512920734658,18.542355394024334,20.8323263157551,11.262955704409435,80,13.320862509706584,9,60,retired,1,7,0.14078694630511795,2.2899709217307667,68.73704429559056,5.160104628773367,2.2533494114734633,punctual
9,188.43939553530797,0.25650160190471105,16.050430559454927,-4.054822134016823,150,12.475989844127787,8,50,worker,7,15,-0.027032147560112154,15.793928957550216,154.05482213401683,12.348104163176082,0.7818259912631256,punctual
10,179.3589188626732,9.704058778449754,8.51237391902392,10.841734074351521,80,6.150885337273015,7,34,worker,3,9,0.12196950833645462,-1.191684859425834,69.15826592564848,11.243627889885147,-9.435068173394804,unpunctual
11,233.97505520798865,17.008608073419687,20.971990596148956,4.010390170150823,100,5.475673400933325,5,48,worker,2,22,0.03609351153135741,3.963382522729269,95.98960982984917,17.530192690726917,4.423038298774971,unpunctual
12,282.9448889540244,11.176480400982278,19.971683165223734,-2.014503745776916,120,14.024382901118726,6,39,worker,4,19,-0.016787531214807635,8.795202764241456,122.01450374577692,8.700169170084754,0.989194837605896,punctual
13,167.80180878454019,13.265641027190878,17.492907082400443,19.605203356245386,80,6.952845320735356,8,62,retired,1,6,0.2205585377577606,4.227266055209565,60.39479664375462,8.686342620572933,2.0548369814263587,unpunctual
14,273.31032860964876,10.219022107735636,18.131941106721058,-9.600253430255005,150,9.05940348378827,5,28,student,2,27,-0.06400168953503337,7.912918998985422,159.600253430255,17.617081932144693,2.2263695526775287,punctual
15,105.63984243225106,12.633411356647528,16.398713681408644,-17.572158780895197,100,1.5518588376643012,5,52,retired,1,8,-0.1581494290280568,3.765302324761116,117.5721587808952,75.76214790119232,20.12113274489823,unpunctual
16,156.00529353282076,17.989515420933554,20.887114503097386,2.945860448108218,80,10.081798321653022,3,46,worker,5,11,0.036823255601352724,2.8975990821638327,77.05413955189178,7.64289634582354,2.6376652287300124,punctual
17,175.14934752766652,11.983913978451861,12.965098924745392,-7.905134163798358,150,14.114572436296994,5,29,unemployed,2,14,-0.04743080498279015,0.9811849462935314,157.90513416379835,11.187383456103138,11.401911024383287,unpunctual
18,138.39353386931347,17.171016927405233,19.35392063309065,16.383495287383848,150,10.606442798052091,7,41,worker,4,12,0.09830097172430309,2.1829037056854155,133.61650471261615,12.59767362693506,5.771062458744366,unpunctual
19,210.16053858518566,13.093985057293132,12.134013675626306,5.223321372423644,150,14.120776677916492,9,33,worker,6,17,0.03133992823454187,-0.9599713816668256,144.77667862757636,10.25274189443084,-10.680257860009029,unpunctual
20,195.98863115451587,18.831767747336038,20.3685445267778,-1.2062481433282084,80,10.38393701863773,8,57,retired,1,9,-0.015078101791602605,1.5367767794417624,81.20624814332821,7.820371791313278,5.088814391218252,punctual
21,140.8679345423389,8.585479562109239,9.823732260956561,75.78061351118242,150,11.710865122916719,6,35,worker,6,10,0.5052040900745495,1.2382526988473224,74.21938648881758,6.337651890771023,5.118221746393675,punctual
22,170.77138248931865,21.36457217717694,20.291091740538555,52.56907069857928,120,11.470036018196915,7,42,worker,5,8,0.43807558915482736,-1.073480436638384,67.43092930142072,5.878876857443455,-5.476463898916708,punctual
23,143.09947097714243,10.862354476155014,18.49350409808815,25.72707494584003,100,10.945222564320687,5,21,student,3,20,0.23154367451256025,7.631149621933135,74.27292505415997,6.785876177271659,0.8892338000775104,unpunctual
24,166.85639537271837,9.475245677143837,12.426163814390712,14.659762315403606,80,6.317846278230567,6,19,student,2,15,0.18324702894254508,2.950918137246875,65.34023768459639,10.342169594999415,3.504729414367412,punctual
25,234.78693326723013,11.668935673621398,8.828197893259263,14.138641153284249,120,8.935850641625786,4,23,student,4,22,0.10603980864963188,-2.8407377803621348,105.86135884671575,11.846813816871872,-4.170329939907953,unpunctual
26,234.24545826648966,15.012404133553535,11.84084954885224,19.194301496366588,100,7.339581124600724,7,20,student,2,24,0.1727487134672993,-3.171554584701294,80.80569850363341,11.009579038889534,-3.471350955773144,unpunctual
27,231.69335767705968,6.816101429836326,12.185763423048748,62.60727318556718,150,14.204863678229689,5,55,worker,5,12,0.41738182123711454,5.369661993212421,87.39272681443282,6.152310137855848,1.14575370770688,punctual
28,140.4815417166404,15.601158085452141,21.182887127652165,69.04513369788631,120,12.432706308568507,6,40,worker,6,15,0.5753761141490527,5.581729042200024,50.954866302113686,4.098453308351381,0.7342623186051299,punctual
29,190.917377104416,8.343472290255567,9.185792015481864,43.53293420193299,150,13.302723016096188,7,45,worker,5,9,0.2902195613462199,0.8423197252262966,106.46706579806701,8.003403939873266,9.501622365216582,punctual
30,157.6985166194304,17.764435533406527,26.87012671036294,66.85933872649292,80,11.67556899357943,4,30,worker,6,11,0.8357417340811615,9.105691176956412,13.140661273507078,1.1254835872010456,0.12360221375059194,punctual
31,249.74822357694885,12.64476605335899,14.31435870365616,15.521435901930442,120,9.127774680568383,5,24,student,3,18,0.11641076926447831,1.6695926502971687,104.47856409806955,11.4462251484459,6.855699290727352,unpunctual
32,155.36346359638583,16.89175417351121,19.614407762588357,47.94344536340595,100,8.27494261114661,6,18,student,2,14,0.43149100827065356,2.7226535890771473,52.05655463659405,6.290865941048609,2.3105642106974464,unpunctual
33,269.00797657058445,12.24962327142952,17.196394050460125,11.854675627899834,80,7.075948966422537,4,65,retired,1,30,0.13336510081387312,4.946770779030604,68.14532437210016,9.630556225810814,1.9468369681964663,unpunctual
34,230.21121281397262,11.597818658256166,13.499695203550875,3.611645756924066,100,5.568726998188014,5,72,retired,2,28,0.0325048118123166,1.9018765452947086,96.38835424307594,17.308866869293354,9.100941337184022,unpunctual
35,169.74142793348852,10.754365570498447,10.274157009222293,28.85632603713168,120,6.483902361038211,6,68,retired,1,35,0.21642244527848759,-0.48020856127615374,91.14367396286832,14.056916481431141,-29.272523680283626,unpunctual
36,219.5379256469645,11.161266703315942,15.747371487312403,11.855198730900621,150,6.0737033818786825,7,75,retired,2,32,0.07113119238540373,4.586104783996461,138.1448012690994,22.744739507902878,4.959489714947697,unpunctual
37,204.10863947455513,19.802484647156753,14.220727918740385,42.24883051056729,150,12.389757199948425,5,27,unemployed,2,20,0.25349298306340373,-5.581756728416368,107.75116948943271,8.696794275345544,-1.5580747600608817,unpunctual
38,167.6113808589713,10.219641127265753,9.45477356668878,13.9002675879074,100,10.34360420341772,6,33,unemployed,3,22,0.139002675879074,-0.7648675605769721,86.0997324120926,8.323958527303631,-10.882875619701423,punctual
39,196.4407316406771,13.933596894348407,16.88254964554931,15.699445083263056,120,11.006730395374406,4,29,unemployed,2,18,0.13082870902719212,2.9489527512009044,104.30055491673694,9.47607065587519,3.2133680853368176,punctual
40,162.04703569153833,9.689962322169754,9.188498469831124,47.11960132908939,80,8.691233490814659,7,41,unemployed,3,15,0.5889950166136174,-0.5014638523386292,32.88039867091061,3.7831682586436437,-7.544249183665865,punctual
41,162.3430250126844,4.491179277468089,13.32902820438495,69.95105617180509,150,10.13707138606319,6,38,worker,5,9,0.46634037447870064,8.837848926916863,80.04894382819491,7.8966538539177185,0.8935040550271676,punctual
42,189.66653464838095,20.02594777820572,14.701003586594503,71.84511915192644,120,12.446341382637991,5,50,worker,6,11,0.5987093262660537,-5.324944191611216,48.15488084807356,3.8689988782765634,-0.7265801741869309,punctual
43,232.73576441152525,21.98221325632369,21.579973808106022,53.754817056924374,100,10.548914881252719,4,44,worker,6,13,0.5375481705692438,-0.4022394482176672,46.245182943075626,4.383880566261983,-10.89868382051304,punctual
44,184.45119361785078,5.887572045531439,5.287051366033655,44.75802201206801,150,10.944032657493775,7,29,worker,5,12,0.2685481320724081,-0.6005206794977838,105.24197798793199,9.616380111573315,-16.01340376756968,unpunctual
45,234.0263163188737,12.479720374834834,9.913473347840574,4.080780748759759,120,8.787713735804305,6,21,student,2,16,0.03060585561569819,-2.56624702699426,115.91921925124024,13.191055459504065,-5.140212661036848,unpunctual
46,144.7084434003095,15.062493914677486,17.507086154292175,27.24945056290771,100,7.531816774419855,5,22,student,3,18,0.24524505506616942,2.444592239614689,72.75054943709229,9.65909708321283,3.951209910056523,unpunctual
47,226.86711952755837,18.115974504866873,17.14799160432133,23.04031077095555,80,10.482621395351783,4,19,student,4,20,0.2880038846369444,-0.9679829005455431,56.95968922904445,5.433725695206505,-5.613452151008168,punctual
48,252.14300710728452,13.882325877868901,7.518712953432329,36.382015691464986,120,10.22978149344234,6,20,student,3,17,0.27286511768598737,-6.363612924436572,83.61798430853501,8.173975598807967,-1.2844866109658428,unpunctual
49,255.79973900029916,10.368373481007923,10.353159426521492,21.699731844378665,100,7.338991034753885,7,63,retired,1,34,0.195297586599408,-0.01521405448643165,78.30026815562134,10.66907804967051,-701.2646141885133,unpunctual
