id,distance,available_time_start,available_time_end,current_charge,battery_capacity,charge_speed,discharge_rate,driver_age,driver_profession,use_frequency,origin_distance,battery_level,window_length,required_energy,required_time,stress_index,user_type
1,151.7844143280069,21.02915568866095,22.092950600548168,14.838059948303423,150,12.99718761008254,6,45,worker,5,12,0.08902835968982054,0.10637949118872178,135.16194005169658,103.9932207694263,97.75683226848477,unpunctual
2,228.65154794692987,19.629788708766593,20.994429456217176,1.4065393464857905,100,4.901651067356692,9,30,student,3,25,0.012658854118372115,0.13646407474505828,98.59346065351421,201.14336842561625,147.39657217578443,unpunctual
3,142.1445893312635,1.2366085944014253,4.791941119371784,12.119046757425448,120,12.680918475015416,3,22,student,2,18,0.10099205631187873,3.5553325249703587,107.88095324257455,8.507345383153991,2.3928409855910506,punctual
4,66.39814445861202,22.82802039079627,24.074677094303915,15.996366727872234,150,11.116359157072461,6,67,retired,1,5,0.09597820036723341,0.12466567035076466,134.00363327212776,120.54633300226885,96.69569229692067,unpunctual
5,154.0859210685462,11.482184945506507,11.728550189144636,2.816762527928947,80,13.096984312245258,4,40,worker,4,10,0.03520953159911184,0.24636524363812917,77.18323747207106,5.893206835401583,23.92060969467655,punctual
6,121.49199925135635,5.278003275465666,21.27343890152984,16.51201018753466,100,11.962971316244307,3,55,worker,6,20,0.1651201018753466,15.995435626064173,83.48798981246534,6.978867340348671,0.43630367459181774,punctual
7,240.0128311086148,0.884859798255035,8.893031364660121,7.749799092073025,150,5.008817401708161,9,25,student,2,30,0.05166532728048683,8.008171566405085,142.25020090792697,28.399957414980886,3.5463722498305303,punctual
8,71.03427028819323,20.32973231080399,21.04631289880785,4.0285753723085636,80,12.06790856297628,9,60,retired,1,7,0.05035719215385705,0.7165805880038612,75.97142462769143,6.295326504276627,8.785231709685535,punctual
9,152.39130096696047,0.01746593951124861,18.0652212416624,1.0951875329124892,150,11.79433576653101,8,50,worker,7,15,0.007301250219416595,18.047755302151153,148.9048124670875,12.62511220764439,0.6995391945578725,punctual
10,173.06618295075836,11.219503078094958,11.940392422148575,6.590853938180267,80,6.9303654271190815,7,34,worker,3,9,0.074147106804528,0.07208893440536172,73.40914606181974,105.92391820287543,146.9350588638985,unpunctual
11,254.42046423515725,21.124769734988043,22.135074255029018,7.770745417176454,100,5.104542107219435,5,48,worker,2,22,0.06993670875458809,0.10103045200409752,92.22925458282354,180.68075969513944,178.83792075661657,unpunctual
12,265.39915078671635,10.782148656371195,17.89066314069189,2.7914872140938307,120,11.834908862592762,6,39,worker,4,19,0.02326239345078192,7.108514484320693,117.20851278590617,9.90362614082931,1.3932061561770488,punctual
13,122.64997222903312,15.834350926603204,17.200598392324746,16.228198717354008,80,7.038638460965293,8,62,retired,1,6,0.18256723557023258,0.13662474657215426,63.771801282645995,90.60246756004031,66.31482936525802,unpunctual
14,248.22153014864446,9.265110868653236,20.69011569214408,8.99030343537399,150,6.821445011833588,5,28,student,2,27,0.0599353562358266,11.425004823490843,141.009696564626,20.671528733282706,1.8093234140943357,punctual
15,138.0551343273447,14.913829169436879,16.02909631483269,0.9109778566468428,100,5.061392095714418,5,52,retired,1,8,0.008198800709821586,0.11152671453958103,99.08902214335316,195.7742460364883,175.5402253574032,unpunctual
16,168.83526391766907,13.896101295414379,20.446398767880954,8.868914680209521,80,8.995308823671252,3,46,worker,5,11,0.11086143350261901,6.550297472466575,71.13108531979049,7.907575683517199,1.2072086369750057,punctual
